               hash               | count  | len  
 e37ded6cac7482cbc9d9fc8d85c19deb |   3954 |   18
 e3d9d96d70f93cfb499f5f6016c5e68c |   1120 |   18
 e3e4eed4617d16c0600d1cc5603f8841 |   1043 |   18
 e5696a0c84f2528595255b648a77eda1 |  18875 |   18
 f804667a7f55f0868956dce6b5c78b94 |    665 |   18
 fc884ac5570b99583fa4f920c0911156 |   1728 |   18
 016291eeb422cf6a5adb50f6bd411950 |    725 |   17
 026658ca5055eb3b51b9aa40c52188c8 |   1858 |   17
 03855ae80804a6d355056555043162f9 |    665 |   17
 0471f51fcefae645710d2ad46f01e610 |   1685 |   17
 04d64dc1464d9c2ab4fd6a7b9a8ba229 |   4661 |   17
 0593f97e1b4afb17d69fc8fdb083818f |    625 |   17
 0643594f28c1bbf13b48f1691f087f60 |    511 |   17
 0700bd9a7b239f744cdb8f9a6287d3ea |   6331 |   17
 09021e36c70350919cff71fa3a85a46c |    751 |   17
 094235d71360cc6fcca7002044780eea |   1174 |   17
 0e3387c78c7a1aefe766cdda81356f92 |   1264 |   17
 11920c9d63d585744f7713e64bdb5a4d |   1281 |   17
 11b456f7c761acf7dfa90ba30155c840 |    667 |   17
 13cb684cc2d51d44d4333053ad224c9c |    618 |   17
 147b840db8e39414dba6f19b8e90c647 |   1257 |   17
 1647ffa52268cae5c4c6e0d67b1e470e |    817 |   17
 1797460a703346fb93eac0c19d87509e |  10000 |   17
 18c8300bd981143964452028d3642f0d |   1821 |   17
 1bb0f87eccbd918c8a9ea3f6991b515e |   1533 |   17
 1cd6a2287232b11edb9cd61fb6085b91 |   1261 |   17
 1e1efb9427b24fa689f10af3fe045e71 |    600 |   17
 1f658ba2e0b2c412bfe355de512b8794 |   2896 |   17
 223da9d2ec63cd79a0c89849e80060fe |   1433 |   17
 23d9c7ca78c11edc96664e257bde2b2c |   2931 |   17
 249cabc495a565b598cc3983971c83d8 |  11553 |   17
 25109625fd3b96f3f7387b82c181d9d4 |   3813 |   17
 2645550e710f7a08c1f341dd1003c232 |   4951 |   17
 2794495faabc0cd295090e0934bbea01 |   1060 |   17
 27bec7b6ef4a898b2bc0dbff6d1334b2 |   1889 |   17
 2dac903a7c4694a288e908c016df1230 |   3617 |   17
 3390add1a7c23a9f51ecda79d43aeb4f |   5766 |   17
 3422685c8b9c1d68e827b2f410df90ae |    676 |   17
 3531187f97ff33d42fe198084b9caacd |   2747 |   17
 387a039054918ce0e363237880c4875d |  40973 |   17
 390473388a2a258266adbd063c7bf539 |   1210 |   17
 39cdf0eebaff3629c0c1140476c9e495 |   9938 |   17
 3a1615620e69badb3e444075f776815f |  17646 |   17
 3ab02b069888818c69b4c2c593a5c1f3 |   1122 |   17
 3c474b7ebf92913c124f43db84584b37 |    701 |   17
 3ca5f5a33c7e859af6701cd2f241b755 |   1427 |   17
 483c0f11524e906957fb200cfbb58420 |    971 |   17
 484af3f9ec8d39295292478b08da7987 |   1150 |   17
 49990c1efe0c3dd8d054ccde0bf085a4 |   5429 |   17
 4dbfd3dc1350d4af910930398f9d8600 |    937 |   17
 4dd76656392a892e560a4fb1b35875ef |    517 |   17
 4e7a665ec92dc9c3f0e04259667db71b |    553 |   17
 4f3190cda1cdb31ed46bb1f78ea1934b |    785 |   17
 50daa5fed81c5f1d8a9a9d9a5d470100 |    713 |   17
 52cd3cc4fc144792963ce340914da206 |   2069 |   17
 52fd3ec3fc349c519a25c035956f2bfe |    962 |   17
 531cd016649d866e5380310e64030b32 |   1013 |   17
 58b8c47108b85907c0d56533c3f1f45b |   1742 |   17
 5ace3cf68147ec2e4a4f03672aad3c20 |   2769 |   17
 5b668ca82d020b3493ec94d3cde59dc0 |    710 |   17
 5ba39626ecef8b2bd4f4145a0247ca05 |    565 |   17
 5beafafb988bd0139dea365870283210 |   1174 |   17
 5e50dca2b1232a78181913112bb3200f |    502 |   17
 5f845a7c8be1e86230f3e6c6da120e26 |   2100 |   17
 620d08a0a2616ccc260a23327d2825af |    833 |   17
 62666a55c94ff0bdb2f6366cbeb455b8 |   2223 |   17
 63613a5a90d36a8d36f4e510d6075488 |   5155 |   17
 641b4c1aedfcfb8879f03298110a96ba |    555 |   17
 650fa64a69668c9366a7ae863ab67efa |    562 |   17
 66f6503e3e6d6ec32f106eeb76a200d8 |    750 |   17
 694317fb4dd314006e5c78bd83d46c9b |    609 |   17
 6b2df8a5cc2f4ea24faf62862be6b050 |   2180 |   17
 6b5e7ca6f81cbcc2f8312c80734bee3e |   1325 |   17
 6d00998fd182e1f9cbf008af56567539 |  36411 |   17
 6f8390f8553f74a36bd027b81d891875 |    501 |   17
 702bd68f258861f2964c309711bb276e |    573 |   17
 70715fc6e659597463c4a7df9e249d3c |    735 |   17
 71a036595ee06664f6de3fa600919a32 |    808 |   17
 7321ea14db6188e2f41deef73ceb3e9e |    798 |   17
 73334e42f1c10e39732bb04c7f241e70 |    742 |   17
 74027c2cad124bd4e1cc24ef874a947e |   1877 |   17
 7aebf3d0b8be2c19969ac9e1cf7764a9 |    534 |   17
 7cde58fee5cbfe1db1f128228ad0c184 |    990 |   17
 7cf4b22a1e98e39a0f3ee8ff6f2cfef2 |   1941 |   17
 7e50c0f6a276eb00c606e92689b2069d |   7051 |   17
 7ff6183cc2aec3f446281e55ece946d5 |    921 |   17
 81018127cc1889ee208e5d9fbb82ce83 |    701 |   17
 8130215503fc44d11e952215a05cadee |    521 |   17
 8d457d4ce16d5741128e0d9dc07a7203 |   1073 |   17
 8d7546457936a0f95cd5f2614d06f801 |    522 |   17
 8f159f9543e5ed13927256c748b4119c |   1568 |   17
 90885c3a3ebd57f9661a31d4c973f198 |    787 |   17
 9270704b1ebedc8480ea19dfc628d1c1 |    669 |   17
 953b357a3226aad38cb7e744f5c304d7 |    956 |   17
 9bf4b454e4c50bdab09bef485569ea8b |   2525 |   17
 9d8cef6069c2df13c9eb4fc7410f25e0 |   1515 |   17
 9ff57e92286a46e1b38e6be0861677ed |   9873 |   17
 a1724111a005b774646c3db9e4b99fcb |   1044 |   17
 a4dfc05262e62dc9bde0ddc05e4386c0 |    774 |   17
 a57f741807f41e7d0d7dc37c027bd23f |   8853 |   17
 a5ec540aa075a450e76516de3da5e69c |    625 |   17
 a6b5e2b5dd772c4a811c4c57a3969f27 |    655 |   17
 aa6c737a6da9fe3e99bf5ffc0f432d8c |   1755 |   17
 acbb4518090f02e58aa399d480c6e9b4 |    826 |   17
 aef3a9c6e6066d6ded134324f23db3b4 |    603 |   17
 b28943bf19aa676191da2006e02d110f |   5658 |   17
 b2920c8976311c86f9af8d9988b861bf |    519 |   17
 b2f7c3e8702b1c810b77f41b25ea72eb |    556 |   17
 b3913f6545c7261dff7ebc0ec1ffcc75 |   3033 |   17
 b4d3c8d78e2cf31564e951d37259fcb0 |    686 |   17
 b4de2bf3606d1e40a7e96fb0315f16ad |   2298 |   17
 b51a926856b545a782ea4feaa780b5ad |    615 |   17
 b67faf535aa83a3c0ee76b94785f0792 |    569 |   17
 b936dccaf0a2fe3e4a22d5c160bee27c |    680 |   17
 b972082ac43df835a380eed3cac7e787 |    829 |   17
 bba832fccc84bd0df8478359188923eb |   1221 |   17
 bc56b66829b11c3c35291f9c87435e7c |   1106 |   17
 bcea9725ca6f26e0b1fbb17e2b3d5062 |    569 |   17
 bdc0279c8b71c345d6c6cd20a712a0c9 |   1095 |   17
 be08191c4157bf497e2411bb6eddd675 |    683 |   17
 be61d874aacc10d501add3835c60cb09 |   3291 |   17
 be7df628260bf76b2938ce5516a70d07 |    639 |   17
 bf6f58074207cf627ac12dfb4a005351 |   7499 |   17
 c0e66282a1a3465bcced38f94deed329 |   1957 |   17
 ca9869931053c866d47f40513507c850 |   1427 |   17
 cd1790b0a9e92434c374cc10c5e2634b |    701 |   17
 d10362958b227e0042391f369b348a03 |   1035 |   17
 d3b327b097e4c16321bdb4659d518efc |   1319 |   17
 d637b1c3b5460c29c81d6fc2c3c5a0da |   1048 |   17
 d6c50be59dcb3e3cc1335dd89ad8bd50 |   1159 |   17
 d9b80ab39a28f65be8807df7ee91fbf7 |    535 |   17
 da110fce9047b05e2173ad27d04bf1a0 |    939 |   17
 da772824f4f7cab328cdc88c5aa12258 |    527 |   17
 db555c779120bb5ad5fbd0d8651bfd77 |    697 |   17
 dc3637afd791808fed02ea3c0763b9aa |    953 |   17
 de6d7ec0d9fbf2d67bb20224958440bd |   3002 |   17
 dec7b6643252eb43e339b587778d7b7c |   2718 |   17
 df4143e610df760cba519d28b2455754 |   1867 |   17
 e0b5177dcc639a215fa807f54671fa62 |   2142 |   17
 e131cdef0682bd96ddbf3200fa79e617 |    944 |   17
 e603f0711c64fc70d9a49c412303b0ec |   2487 |   17
 e64cdc60f14208b653405889d1d89119 |    642 |   17
 e79ed00291b939faa48abcc523c6727b |    675 |   17
 e986e7cdebf1b61f50fac4e5eeab6de2 |    559 |   17
 e9f597e1735c1444a8bbf6cd71f52e10 |    746 |   17
 ea2a6e39115b3311703fd9bb1122f1d5 |   4358 |   17
 ec3b24ccc462d97e731aa8491341f8be |    905 |   17
 ecbc79c3dc8119a1e1d6150d49989d63 |   6254 |   17
 edc43cc1077c6c73901d5a96d29cdf3a |    788 |   17
 f170003741a926d103ca53b05a3e174c |   1520 |   17
 f2b5f72515bbe7c1dea8e2fbbc18dc5a |    674 |   17
 f5965e0ed4c96716b080e6c1ddb8fde8 |    603 |   17
 f68d84babdf067d70aba0467ceca9c65 |   1030 |   17
 f6ade726a6c039eb22b5e3959b884fa1 |   1303 |   17
 f8d2d6f1e97f175ba92dc694206ba52f |    686 |   17
 fa709a3ae0ffeb41c4801d55d57acd75 |   6048 |   17
 fcf02348dead981d2128582680b03bfe |    933 |   17
 fe2d5ec84b5ee02e27b5fd94d7eb2fce |    524 |   17
 feeac17c899f7f5e8035842b48a3b87c |   5854 |   17
 ffc221d772c3e40d3b9a58267632d499 |   2883 |   17
 06f1e02ec838aa48cd9c3f010ba18092 |    769 |   16
 0855a45779c4c4eba5a28f01e363c24b |    723 |   16
 08dbee298a37b94aaf1bb024b913704e |   1372 |   16
 09c6c1c3cab8591029c1d31479f1d19f |  20528 |   16
 0b163dc4e5ee27e10b298e5a5b409488 |    945 |   16
 0c36954352f00afe126186dd97cc9702 |   1639 |   16
 0d689e7080ef072d24fda3cf107db88f |    546 |   16
 0e810cb1af95d2db9e7a7f59db91c41b |   1250 |   16
 0e837e3b6fe4454af1f665187d81ab65 |    578 |   16
 0fee58846d1a73b00a0a8e902528acac |   1372 |   16
 100c9e843bc54cc325686fcff04bbf50 |    646 |   16
 1229d811db25dc2fa4c1e27874953a78 |    709 |   16
 135ab49dc23df9ace0468e5875a87a13 |    564 |   16
 16b70a755472b4ff4afb7cd0f7231a4e |   2108 |   16
 16eb84a537f075a117b45eb6fb75bf35 |   3402 |   16
 17bea8589f54306c521b1fe8a42255a9 |   2247 |   16
 188974049263f387efb360f4b1092930 |   1475 |   16
 19d430caa9d612baba3fd0828400ee7c |    962 |   16
 1abb23fce4392be0bdd7979688e74b60 |   2322 |   16
 1d200d4582b82eb63a878106e46ee36f |   6607 |   16
 1d966459aae00496033ac9cff363c134 |    719 |   16
 218cc0222c987bdddf8f5afff5feac2c |   5731 |   16
 22f0a499105270055a9ae87d0bcecfe3 |    646 |   16
 25802b8cea68454ba8c7911458278083 |   1338 |   16
 2703e5092c367e065e46e0ab9f3164ee |    652 |   16
 2a853e0ec7bb28f3841113a16e7390ef |   1047 |   16
 2ec6ffb6b8373afa67af47596990f480 |   1432 |   16
 3057db352a0d173a999f3ee2593e0646 |   1635 |   16
 3328bd260bbc642580658569895cee2a |    628 |   16
 3560b9c1f326e70fbf918d189888bad7 |   2388 |   16
 36111d2bbf28597c1904c850e1ee71d1 |    777 |   16
 3625df38bfd088b06ef2ca614c83d982 |   1018 |   16
 38a77514d9d176c0498a5cbd52b918f5 |   4050 |   16
 3a29f7d25669f4b9f0f5714c42884657 |    898 |   16
 3a4215cc746cd6c5fa0ac6f70304024d |    812 |   16
 3a70d7b2f6c80c924c93d3318c25627a |   4153 |   16
 3ab86724e09ca313320ca07920dc2b22 |   2902 |   16
 3aec3fdaaf56e89979cb768904762217 |   1699 |   16
 3b03e9a78af1a8c4bbea5d04b6bcd592 |    551 |   16
 3cbc4e21517a36c7323e6d0e320d3d5b |   1372 |   16
 3e493fb312e3fd23e2d36b2f9087acb3 |    630 |   16
 41032f32b8e1680ea71e231c9ad4c68d |   7840 |   16
 4302c09a720fc56ffe50759f403461ef |   1511 |   16
 4352a2d532bc38a3a5bfc31e161cfc7b |    708 |   16
 437ae74b3a50a696233d1681336d10e5 |    885 |   16
 4465cf22cc57332a7cdc48f91a53f2a2 |   6485 |   16
 44ebcfdfda8a1e01b7d4b79d139070c5 |   1372 |   16
 45c586468157822394322ed0a164f1a0 |    744 |   16
 4661d2a28fd4217cd480e03d75e8e544 |   1520 |   16
 46f1533e87a0f4fa879b731dfd2c525c |    523 |   16
 48282e392f15b4305c636a3590a94812 |    601 |   16
 4a097a8191f2c7c38a64ac33a1bff6b2 |    658 |   16
 4cd3f503b92bff949f3e5f043ac18bcb |   1372 |   16
 4d1e991955cd504d9009e48a3718c27c |   1620 |   16
 4f25228d7accdae856572eefc526259e |    684 |   16
 5568fd25f591bf71ec823fb50375fe32 |   2033 |   16
 5576fe8986e4d3a488fffcb056d8663f |   1057 |   16
 5742807d983f7f271e1203a296e00f13 |    666 |   16
 5954125597637b42787abc443505536e |   2450 |   16
 5a29426297793c3cc5b6d9bdecc27982 |   3996 |   16
 61042bde636da3ca1f53431bd55d03cd |    718 |   16
 6354d93a86f9c71e036c1753906b21ce |    569 |   16
 641722a9bd1786e9187a48c934674deb |  14568 |   16
 641a66d29180a792fef6e85f9588dfbd |    652 |   16
 6733a577acac85f9c6314340f42ebf74 |    575 |   16
 683865172954dba4081139df1086dfc9 |   1385 |   16
 6aa4c20778268d55fca59a5208616304 |    535 |   16
 6aa580d327356241f4ac3bb4cdc0d998 |    778 |   16
 6c91a4de6b4065aeb61334806baff6be |    779 |   16
 6f4fc273536d75f0fa2c18793f3076ec |   1707 |   16
 701bc7a8052c9a88a493e8c504f22502 |    846 |   16
 7205cdc38791c55a8f4f743cdec2809b |   1326 |   16
 74bef47d3a9bdbb3c1694ceda2be392e |   4944 |   16
 7548b0e63dfba072a721015981e16f09 |   1372 |   16
 77a0fd9aee7734b475f5743ad87b42b2 |   1372 |   16
 7f0d9efa19457e8f6f7f83eec97496b6 |   1372 |   16
 801113372a5da7257bd44025e24ea366 |   1293 |   16
 8251aa86871838215b639f2a5a5a464d |   1372 |   16
 86a8816fd4341c8dacd835b445f508c1 |    506 |   16
 8a10c1f70c6146e2d13ec24955a3ebc4 |    790 |   16
 8ac2b6c32dbbb97a8fc70ffdec37b0de |   1500 |   16
 8b7c11337618b7de00d16108e1b255ac |    767 |   16
 8e5acf52a2f3248e0144dc4583f1fd38 |   1372 |   16
 908965a1538ccc24a0650c07c343f4a0 |   3832 |   16
 949abeaabc8355e4cce58676e06489ad |    589 |   16
 954dfdd12ae60a4534858d7e2cc2d10b |   2337 |   16
 95a41cf74aae7b2afb174db2dbfad736 |   1095 |   16
 986ce2f3bb193b80d965be64f4f5cb1e |   2379 |   16
 9945b81a7b5583642af6db927e9beaf4 |    884 |   16
 994717e5af7630af7336644546f8037b |    529 |   16
 99ee57af7207ae8af7ba697a64bf214c |   1941 |   16
 9ac34e60dc2c460936e080dd59c0246e |    678 |   16
 9b13610dbe3b2dd32917ecc648ed78cb |    719 |   16
 9caa3710482300205733cdb52c7add88 |   2762 |   16
 9d9c949adb661bcab5a44f3f4e5bce58 |   1336 |   16
 a17a6e82129681b51f0fe7b35b3a9a67 |    819 |   16
 a19b9c4923b4e5585a555f54eb37057b |    568 |   16
 a705f7d7a79a7a44f59392d99d8fb01f |    683 |   16
 a7aa2a3b6db53c69055837978f3c23c5 |    640 |   16
 aea582da284b601fca0e1ca943fa71a7 |   1372 |   16
 af5649d60a859dee7f2e87ddb2eab125 |   1372 |   16
 b24812dd7e15090b839f996031a1a7ce |    792 |   16
 b27acf98fdf54cde936827c54c389757 |    675 |   16
 b422451125ee665e1d1a1f5be593514b |   1372 |   16
 b55a8c82dee0694bf16fe4c0f3d40fba |   1432 |   16
 ba4f2bebe38c405d1f62e2cfeaa4eb24 |    709 |   16
 bc0a12e5abe5d29677149a1f0dbacee0 |   1372 |   16
 bd99cec7b412e08f70579a142a1b7f95 |   1372 |   16
 bfe01c51d3ddfeda45151e0007b8df46 |    878 |   16
 c44ee3f30408c32665f80530f4db8ebb |   1315 |   16
 c53f46c79321273da7dbff2363dbc3fe |   1372 |   16
 c99f1a9d3f48ec8d24ce391ddbfd7197 |    501 |   16
 ca91e0b402a1493ba2ab315293a2612c |    636 |   16
 cc95d3c430ecc3f790d31935354b0ccc |    574 |   16
 cd37f0ac1af86ce910f15361a88aebb1 |    751 |   16
 ce88b8ebf885c7f2762507b17537891b |   1372 |   16
 ced11fb3aad83e8507defb2a369d9c7c |   4964 |   16
 d08e5bf14edbba4628bba6214e0fa004 |    637 |   16
 d3477ee482c57427533400927f730bf9 |    524 |   16
 d7f3f5198c7636348f30f2ea5a742fa3 |    540 |   16
 db3e4fa7bea4bfd022c238969eaddb7f |    692 |   16
 db4686a7ab74d5273d11dba79fed9d8a |    696 |   16
 dc21f72507c05dbefdaa91a1586fa1d7 |   3323 |   16
 ddbfd386a00fbff7a4bc39b03c9d86f2 |    746 |   16
 e0c375d843ee9113c630ac6e8a9e6234 |    801 |   16
 e23f9de1cf23836cba66dcdfd492746b |    681 |   16
 e2b64ce88efef57fe949ea6cf9df9a08 |   2995 |   16
 e59c807fd71e86ed9b5dd10406cbb849 |    527 |   16
 e610277e8fe8532d0d182f20995a8d75 |   4149 |   16
 e78943c19cafd429cd065fb939c7bb0d |    956 |   16
 e9282e8db1e7b0a199f7d2c3212d1bf1 |    537 |   16
 e9772f13045b659abea485bfbb30dd99 |    742 |   16
 e9d767f40f51c04f343ca554a6ca7344 |    546 |   16
 ecbcc90dc309147cfaf3be26a63a0d0b |    636 |   16
 ee0e44ca8958058b608aeb659528acfd |    689 |   16
 ee687f718b29581463c228e5afee0bba |    790 |   16
 eeb2adf06daf0bc0b00c062cf3df03d6 |   1372 |   16
 f28a3242d1e15bd23d12561e6b21d785 |    592 |   16
 f69712f0fb413bf1ef0ec3de9cb26ac9 |   1372 |   16
 f9517dd62957a01a22c88079e2e02a50 |   3720 |   16
 f9de7e3cd45e147bb3044cac1546d3b3 |    593 |   16
 fa34c324e02885195cdf49e485c31c93 |   1372 |   16
 fb2fe935ffe2c7e9bbaee2d92081be5c |   1346 |   16
 fb636ed8b7851c60914cdcfd1c283883 |    724 |   16
 fc766222ea622b69430bca2177e7bc60 |   1014 |   16
 ff0f1c873f4f503497ebd16776bab6a0 |   1484 |   16
 00e0a29601299d73fa67812c6d0c9808 |    772 |   15
 017b6fe47d5b97d9fbc5813c779a39a1 |   8170 |   15
 017f57d377c8db3fe6b410114945f426 |   1122 |   15
 0500c92ed4fb698537782638ca644e41 |   2976 |   15
 065eec9f380d8adf6d82d2bd04e2581f |    869 |   15
 07bad12b17b3a2c198cda84883d11d8d |   2587 |   15
 08135280d8c62e5c73f3c113e49f89d1 |   1271 |   15
 091517560c12848a046de27ddb4c2be5 |    921 |   15
 0c3e57195a3b85faaacf239b5271bdfe |    728 |   15
 0cfc0bbf7cf4b6c5975b328217cd7a1a |  10296 |   15
 0f00e45b01c0581ce88c7974c87a7bcf |    518 |   15
 0ffd584cf02ba963a7a5a47da6e5bbfb |   1400 |   15
 11729a9da8be89eb79f894f6e656dd33 |    975 |   15
 123eac0d8a82af047acacb25717b4903 |    533 |   15
 1330cf82f420a3e45953af252f0c492a |    588 |   15
 1481b96dce0ce320979aab9dd46d4ec0 |    630 |   15
 1676011deb1806100f5605410ef73878 |   4431 |   15
 18b9688f162532a9be3247cd31d954e7 |    731 |   15
 1bf1114cbdad10ccdd878e350c5e5d9f |    970 |   15
 1cc6806dd454dbd2fd9122bea34433ed |    725 |   15
 1d0ba91bb8af51a6a7d9b5d5147012a7 |   1564 |   15
 1fc6de447443f880c6250a493c63f053 |   1404 |   15
 21238ba8424f72c323a8ad36cca7ed3c |   4326 |   15
 218019e7c5839328a17dea06451d91eb |    623 |   15
 2500ba0c91553a266fc264893c0b1325 |   7959 |   15
 26d2a02b39d0b235eb76d63ec7c92769 |    754 |   15
 28814f4204e6e0402c50693cc2897426 |    617 |   15
 29758053edfab8e13e3b1ad277e09298 |   2034 |   15
 2ac554e65c1a0e731396dfe90df01d38 |   3572 |   15
 2bfc45907b52e193da410c52227e9510 |   1718 |   15
 2c120d78929a40ccba2d89a890e223b1 |    523 |   15
 2c78c23d3b1be23f770ec14419889105 |   1948 |   15
 2ed03e89b39f4a58de2772979d8669ad |    810 |   15
 2f4cb4a7b1c8958ba9608d79587faa31 |    976 |   15
 2f8297219cbfcdc7e5dbef8992f30265 |    856 |   15
 2feb66b9b12425db9e857d14658c3550 |   3573 |   15
 3204ef9c878b0945bd9e143eab222d06 |   1115 |   15
 32127470c3b092b3b094106b8831b779 |    936 |   15
 323e59b31cbc342f1f4c0f8ac2881080 |   1057 |   15
 33a3d7c537316b6d8b2b417bc3d5322d |    652 |   15
 35d395c4d28118ddeeef195fdc1813cb |    736 |   15
 3be72dfe54c362dc92bbee459254f711 |    582 |   15
 3c081ddcfecd81226fbe5e216e4fb3ef |   2722 |   15
 414a9521c383f136326a77ab171daf00 |    971 |   15
 4222b1b9feaebea09ce28521c71495a6 |    709 |   15
 4350db2fad35c2ef1bd379c3f80e980b |   1838 |   15
 43d54ac80cd7a53e75ef07993240bffd |    725 |   15
 4412943efc9f52eedc886dedf7aacc37 |    776 |   15
 442865a5f21b1c3ee7f8c7dd98142b7b |   4398 |   15
 48902e453ba5858216e204396ce315aa |    784 |   15
 48b25f4bf1347f34d1b02da04b0a0df1 |   7191 |   15
 4afd64f36a231cfa1374323992889aad |    539 |   15
 4bbccb54c055b5424b0474d6a357fd82 |    900 |   15
 4d4f97205e071e18772305360da713e1 |    928 |   15
 4f9d55d46744f2246a8e24bd8119744f |    919 |   15
 4fc85a089f8737d4ae85e2a31f772e43 |    578 |   15
 508c0bf3080acb327f15e103de80ca29 |    516 |   15
 55729a90b3ab11cf65c0d970eedb8fca |   1186 |   15
 558fba117cb77dd7750768ade4895262 |    907 |   15
 55b4741b77241a56c83b52a7370f91d5 |   1722 |   15
 57912c0b47601bdb3b2422036b233075 |    870 |   15
 5ab8f2ba7ee881964a29782ae3f5f27c |  47838 |   15
 5c4d2d83ed9457998bede35571e621a0 |   3466 |   15
 5ec8b3e45d25777feb54999e0bd67fc4 |    568 |   15
 5fced8462c0ea718dd8bc678be45cb32 |   1195 |   15
 6129d734aaee295b5e98aa65aba738d6 |   1920 |   15
 650fc18259374caca612288aa8c89457 |   1706 |   15
 654b0c96de04ef734c161324d9b600fe |   1209 |   15
 68a35fbcc3b5ea9bcff93cf04f1b27e6 |   3226 |   15
 69a1af6126ae7ea17bb57e9947e0c9b8 |   1032 |   15
 6de0b3a0f6e8acc647ce900f92b44f2a |    686 |   15
 71fca5cbf83950a139734112fc090607 |    557 |   15
 73fe968280bfbabcc555aec07c723700 |   1568 |   15
 742dcc44eb836c29117fdf6344226d77 |    575 |   15
 7493d5f4605db4a3ab4546a8be9d8281 |    668 |   15
 74c91e97d2fc2f7db0aff6f80791e5c3 |   2293 |   15
 756c890d99758fe75da1c23d232da03b |   1584 |   15
 774eb889aedc6af471c2f52831107622 |   3007 |   15
 7827264a59becc78e33ee0ff585bebba |    828 |   15
 7d5a1a35ca5b5612af9f5452f2f2c45b |    769 |   15
 7e3b3e554bbbaa0dcf80d2720909b358 |   3150 |   15
 81e94a9b7e9fbc41daac757be57eb9a8 |    506 |   15
 835262920af715e991050c4e19c40ad5 |    808 |   15
 8496beda893e38c0481eddf1d09f5bbf |   2551 |   15
 860df4324bd266f486750c4c5e6adf99 |   1050 |   15
 8c88e8efd49273bbc7922e2759295106 |    579 |   15
 8ec9c2fa9e0d04e6f05b533c4806b250 |    650 |   15
 8ef6b61e8db88dada20dcbf336306888 |    846 |   15
 90128501a88d16e8fa5ae529f0d64b00 |    603 |   15
 91326b319359edb8e605d856de9c12a2 |    719 |   15
 91bd1e08242ab046fd77ddfd140f6176 |   2278 |   15
 9455c7c31095ae225f00bae06a9bff00 |   6420 |   15
 95fa66c59fc2164781bc5dfc47e15b22 |   1883 |   15
 97a6b51c7f653531ee3e844f18d31d1d |   3385 |   15
 9994c2682ba3e41973eb8ddaa34b440a |    930 |   15
 9a5391ccc1a6f5c01101a35188b810cb |    847 |   15
 9d661efd34996d53fc4b1bb2277ae213 |    776 |   15
 9feb883f7f91b8796e6e7d2880687b1b |   1928 |   15
 a0b2be8629a01dfc1f6359d620d69e05 |    614 |   15
 a8cb2b2376432bce5cd5046e6f334e56 |    653 |   15
 ad475c531a918c44f7aa9c1cc741531d |   6188 |   15
 ad54c69fabad7a6f284e14974a211872 |    604 |   15
 b1caffe727730163b84e033a59231bc3 |   1429 |   15
 b289831d284112dcfd17cad7bac50949 |    995 |   15
 b3f7546ea5670fadacab0de411f671b8 |   1029 |   15
 b49a591ba87b8d6a7cab3ac5d93f45e4 |    597 |   15
 b6a5f87a827332cc671c2e1cf569e0b6 |   2230 |   15
 b8f230659ffdb22d412dedd0a7ddb34a |   2984 |   15
 b9820d94459748d326bd7494a76709cb |    676 |   15
 b9bddc280bc8fa7deb9c541651c31121 |   2542 |   15
 bcccfa286c4110f3d1902fac40a0927c |   1774 |   15
 bd727d1eb02b09830b613d4f78eb89bb |   1376 |   15
 befcc63b79bd4ea73cd16e999ac6605e |   1427 |   15
 beffcb8bbf61f75662de0fd1a8a2f1f5 |   1197 |   15
 bf88f31a32fb5a9299a872bf2ce85142 |    501 |   15
 c073c9fe88917f5ff7a37ec79f169c78 |   5384 |   15
 c092ad3827ec307c39b8f5e49f8a876a |    522 |   15
 c27e3fbbba6834979ffd7a792e06c787 |   1695 |   15
 c4eb2e0224724959d0c6840f5a3e3663 |  11808 |   15
 c5cb8dd7b67f9edb0b2334ae3a7219d5 |   6174 |   15
 c5fd7e6b104623718142c427bb10a0b7 |    970 |   15
 cb307ca894224ea9da86576808f78ce2 |   1033 |   15
 cd7f8f41b724b5a1c3f10a15dc152141 |   4331 |   15
 ce5d9c0c7d5a6540cc9410e81bf32a65 |    665 |   15
 cf8bd75f458bf3520b6df313c5ed0cbc |   1393 |   15
 d09270333dde06d047948cec98044de8 |    539 |   15
 d0edc5ef66790b8cfd9946649327d423 |   1070 |   15
 d18f17d99026f45427d2fa7fce87c226 |    649 |   15
 d23a04261d82051aaaff2a4b2c873f7a |   1195 |   15
 d24dc65ed1a5d0a0c2b1e0cd2eeb547f |    631 |   15
 d44dfa972567ed19f9628b34ef25783b |    816 |   15
 d52eeb18e6946f4e3e67e04579b94d83 |    938 |   15
 d5ae1a3c75bb3fd016d542c735f76cf3 |    511 |   15
 d6a92a692ba22384e3367621d6ca41b5 |   3201 |   15
 de6e3a93d762744f80b2cd9889aaef77 |   1548 |   15
 e04bbdf4133163d947672f6a271f9c62 |    961 |   15
 e306b3264b20e161ac732a9c5a15d563 |    506 |   15
 e37a7eb28a09082aa120ba7efd6492a9 |   1200 |   15
 e82a99078fdea68bd3a507bbf7caa998 |    555 |   15
 e8481f89bd7044ea9fada4353fcf385c |  14232 |   15
 e9ede7ffee84ab92e4a01c293bc267d3 |    759 |   15
 ea4ff24a1b8b8331d932891114b25634 |    589 |   15
 eb2ad1c8331e2aeacb4cec140e13dfa6 |    742 |   15
 ed99c11fea74c139de7f55b6f03a8cee |    697 |   15
